Title,Image URL,Description
경북 경주 괘릉 십이지상자,https://www.museum.go.kr/relic_image/PS01001001/pan034/2022/1020173204906/700/pan034606-000-01.jpg,원판번호 중719 격납상자제목 사적 제26호 경북 경주 괘릉 십이지상자 유제면 피사체 주위에 검정색 칠을 함 유제면 우측 하단 모서리 파손 유제면 우측 상단 하단 좌측에 검정색 글씨로 719라고 기록됨
황해 봉산 태봉리 1호분 전곽 소용 전,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911103454425/700/pan035584-000-01.jpg,원판번호 대805 격납상자제목 소장 기타 조선총독부박물관 소장 황해 봉산 태봉리 1호분 전곽 소용 전 유제면 피사체 주위에 검정색 칠을 함 유제면 상단 우측 좌측 하단에 검정색 글씨로 805라고 기록됨
사료조사5 충남서천 성북리 산,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904154613660/700/pan003182-000-01.jpg,원판번호 150062 제5회 사료조사 성북리 지석묘의 석재 채굴지로 추정되는 산의 풍경 충남 서천군 비인면
국새 대원수보 보물 국새 대원수보2021 금제 대원수지보,https://www.museum.go.kr/relic_image/PS01001001/ssu01/700/ssu00240-00-01.jpg,1897년 대한제국 수립하면서 만든 국새 중 하나로 군대를 지휘하는 업무에 사용하였다
망월사명 작은 종 망월사명 소종,https://www.museum.go.kr/relic_image/PS01001001/ssu007/2016/1016172710665/700/ssu007882-00.jpg,서산시 성연면 오사리에서 출토된 청동소종이다 일반적인 소종과는 다른 모습으로 용뉴와 상대 하대 종신의 문양 등이 모두 생략된 종이다 천판 위에는 걸 수 있는 고리와 작은 구멍만 있고 종신에는 일체의 문양이 생략된 특이한 종이다 종신 하단에는 음각으로 명문을 새겼는데 하대의 문양처럼 보인다 명문에 따르면 이 종은 지화원년인 1328년에 제작된 망월사의 종이다
함남이원 마운령 신라진흥왕순수비 정면,https://www.museum.go.kr/relic_image/PS01001001/pan008/2022/0418093542409/700/pan008893-000-01.jpg,원판번호 2902882 마운령 신라진흥왕순수비 정면172 함남 이원군 동면 용산리 운시산만덕산
고려도자 청자상감모란문완 내면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0906103837329/700/pan008590-000-01.jpg,원판번호 280588 고려도자 청자상감모란문완 내면 서울 소장
충북청원 석화리 호분 발굴 후 석곽 측면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0906101935995/700/pan007990-000-01.jpg,원판번호 270158 석화리 호분 동쪽에서 바라본 발굴 후 석곽의 측면55 충북 청원군 강내면
한경,https://www.museum.go.kr/relic_image/PS01001001/pan05/700/pan08639.jpg,원판번호 290032 한경
평남성천 객사 동명관 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909173039724/700/pan016357-000-01.jpg,원판번호 270111 성천 객사 동명관 전경51 평남 성천군 성천읍
경북경주 황오리 제16호분 제13곽 와관 토기,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910110245587/700/pan020219-000-01.jpg,원판번호 2198 1933년 조사 고분군 사적 제41호 경주 황오리 고분군 제16호분 제13곽와관 와관 토기 출토 상태 경북 경주시 황오동 유제면 오염
종루,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910161436137/700/pan028441-000-01.jpg,원판번호 97113 격납상자제목 종루
인도네시아 자바섬 지도,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910162944735/700/pan029061-000-01.jpg,원판번호 10168 격납상자제목 인도네시아 자바섬 지도 건판 좌측 하단 모서리 결손
전북익산 미륵사지 서당간지주,https://www.museum.go.kr/relic_image/PS01001001/pan030/2022/1031110838892/700/pan030146-000-01.jpg,원판번호 11181 격납상자제목 1916 1917년 조사 보물 236호 사지 사적 150호 전북 익산시 금마면 기양리 미륵사지 서당간지주 파손된 건판을 유리면에 셀로판테이프 부착하여 접합 유제면 하단에 215라고 연필로 기록됨
경북경주 사천왕사지 연화문수막새편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910170309925/700/pan030542-000-01.jpg,원판번호 11463 격납상자제목 사지 사적 8호 경주 사천왕사지 출토 연화문수막새편 유제면 피사체 주변에 검정색 칠을 함
평남대동 내리 서북총 연도 폐쇄 상태,https://www.museum.go.kr/relic_image/PS01001001/pan030/2022/1031134621492/700/pan030842-000-01.jpg,원판번호 160132 격납상자제목 1916 1916년 조사 평남대동 내리 서북총 연도 폐쇄 상태 유제면 우측 하단에 검정색 글씨로 붉은색 글씨로 좌측변에 연필로 라고 기록됨
경북경주 기림사 응진전 천정 가구,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910174919371/700/pan032066-000-01.jpg,원판번호 200198 격납상자제목 1920 1920년 조사 경북경주 기림사 응진전 천정 가구 유제면 좌측 상단에 붉은색 글씨로 좌측 하단에 검정색 글씨로 붉은색 글씨로 좌측 상단에 연필로 176이라고 기록됨
평남대동 정백리 227호분 측실과 배수구 상부,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909150540011/700/pan011163-000-01.jpg,원판번호 330125 정백리 제227호분 측실의 후측면과 배수구 상부를 점토와 전으로 막은 상태 평남 대동군 대동강면
경북경주 금령총 목곽 내 서쪽 철기와 금환,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0905175205836/700/pan006684-000-01.jpg,원판번호 240032 사적 38호 경주 노동리 고분군 금령총 목곽내 서부에 부장된 철기와 금환22 경북 경주시 노동동
사료조사5 인천강화 읍 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904154902224/700/pan003221-000-01.jpg,원판번호 150101 제5회 사료조사 강화읍 전경22 인천시 강화군
평남대동 석암리 201호분 칠안 횡목편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909150140544/700/pan011002-000-01.jpg,원판번호 320578 조사 1931년 석암리 제201호분 출토 칠안 횡목편51 평남 대동군 대동강면
평남대동 장진리 45호분 후실 서벽 좌측면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909151631850/700/pan011605-000-01.jpg,원판번호 340348 장진리 제45호분 후실 서벽 좌측면 평남 대동군 대동강면
조선도자 분청사기인화문내섬사집용명매병,https://www.museum.go.kr/relic_image/PS01001001/pan012/2022/0512164014112/700/pan012035-000-01.jpg,원판번호 340835 조선도자 분청사기인화문내섬사집용명매병 조선총독부박물관 소장 현 국립중앙박물관 소장
경기양주 노해면 쌍문리 벚나무,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909162609618/700/pan013953-000-01.jpg,원판번호 400051 양주군 노해면 쌍문리 벚나무 서울 도봉구 쌍문동
대구동구 동화사 수마제전 철불좌상,https://www.museum.go.kr/relic_image/PS01001001/pan014/2022/0610131340945/700/pan014006-000-01.jpg,원판번호 400103 동화사 수마제전 철불좌상42 대구시 동구 도학동
평남대동 석암리 218호분 현실 안 목관,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909164136860/700/pan014681-000-01.jpg,원판번호 4302291 석암리 제218호분 현실 안 목관21 평남 대동군 대동강면
평남대동 정백리 제19호분 칠갑 개편,https://www.museum.go.kr/relic_image/PS01001001/pan017/2022/0819162257526/700/pan017334-000-01.jpg,원판번호 340007 정백리 제19호분 출토 칠갑의 개편82 평남 대동군 대동강면
충남부여 부소산성 술소지,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910103835599/700/pan019241-000-01.jpg,원판번호 1402 산성 사적 제5호 부여 부소산성 안의 술소지 충남 부여군 부여읍 쌍북리
소옥 출토 상태,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910112757366/700/pan021134-000-01.jpg,원판번호 3026 소옥 출토 상태 제목 소재 불분명
기대,https://www.museum.go.kr/relic_image/PS01001001/pan021/2022/0905173525533/700/pan021613-000-01.jpg,원판번호 34813 기대 소장 유제면 피사체 윤곽에 검정색 칠 유리면 상태 불량
보상화문방형경 초화문방형경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910133337978/700/pan022018-000-01.jpg,원판번호 3915 보상화문방형경 초화문방형경 조선총독부박물관 소장 현 국립중앙박물관 소장본관2672 본관2680 유제면 상태 불량
연화문수막새,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910141723668/700/pan023272-000-01.jpg,원판번호 5072 연화문수막새 유리면 피사체 가장자리에 검정색 종이 부착 유제면 피사체 둘레에 붉은색 칠 제목 소재 불분명
전남순천 송광사 대웅전,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910144702893/700/pan024721-000-01.jpg,원판번호 66212 송광사 대웅전 전남 순천시 송광면 신평리 유리면 우측 상단에 피사체 명칭이 적힌 흰색 종이 부착
경성제국대학 야구팀,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910162831728/700/pan028995-000-01.jpg,원판번호 10123 격납상자제목 인물사진 경성제국대학 야구팀
충남부여 성흥산성,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910164820323/700/pan029864-000-01.jpg,원판번호 109215 격납상자제목 1913년 조사 사적 4호 충남 부여군 임천면 군사리 성흥산성 유제 일부 박락 유리면 우측 모서리에 파손된 유리편 부착
전남나주 반남고분군 일부,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910173107299/700/pan031331-000-01.jpg,원판번호 180116 격납상자제목 1918 1918년 조사 전남나주 반남고분군 일부 유제 우측부 일부 박락 유제면 좌측 하단에 검정색 글씨로 붉은색 글씨로 라고 기록됨
경남거제 고현성 원경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910173332517/700/pan031432-000-01.jpg,원판번호 180227 격납상자제목 1918 경남거제 고현성 원경 유제면 좌측 하단에 검정색 글씨로 붉은색 글씨로 라고 기록됨
대구서구 내당동 62호분 천장석 노출 상태,https://www.museum.go.kr/relic_image/PS01001001/pan032/2022/1103103049632/700/pan032517-000-01.jpg,원판번호 230028 격납상자제목 1923 1923년 조사 대구서구 내당동 제62호분 천장석 노출 상태 좌측 상단 유제 일부 박락 유제면 가장자리에 검정색 칠을 함 좌측 하단에 붉은색 글씨로 2라고 기록됨
경북경주 구황리사지 출토 연화문수막새,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911094501658/700/pan033808-000-01.jpg,원판번호 450279 격납상자제목 경북경주 구황리사지 출토 연화문수막새 우측 상단 모서리와 좌측 하단 유제 일부 박락 유제면 좌측 하단에 검정색 글씨로 450279라고 기록됨
일본여인,https://www.museum.go.kr/relic_image/PS01001001/pan037/2022/0928150448081/700/pan037700-000-01.jpg,원판번호 10985 격납상자제목 상자 제목 없음 인물사진 일본여인 플라스틱 필름 상태임 유제면 전체가 황색으로 변색 유제면 좌측이 검정색으로 변색 유제면 하단 좌측과 우측 하단에 검정색 글씨로 10985라고 기록됨
경남하동 고소성 산정상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904161249481/700/pan003869-000-01.jpg,원판번호 150793 사적 151호 하동 고소성 산정 일부 경남 하동군 악양면 평사리
몽유도원도 이현로필 찬시,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909142933020/700/pan010016-000-01.jpg,원판번호 310132 몽유도원도 이현로필 찬시1710 현 대학 중앙도서관 소장
사료조사5 충북진천 용화사 석불입상,https://www.museum.go.kr/relic_image/PS01001001/pan003/2022/0204110535159/700/pan003252-000-01.jpg,원판번호 150132 제5회 사료조사 용화사 석불입상 충북 진천군 진천읍 신정리
조선도자 백자투각학문잔탁,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909152402328/700/pan011891-000-01.jpg,원판번호 340632 조선도자 백자투각학문잔탁 서울 소장
평남대동 대동강면 출토 낙랑 육유금수경,https://www.museum.go.kr/relic_image/PS01001001/pan014/2022/0615135847546/700/pan014907-000-01.jpg,원판번호 중250064 평남 대동군 대동강면 출토 낙랑 육유금수경 소장
조선회화 채용신필 운낭자초상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909175813627/700/pan017325-000-01.jpg,원판번호 330089 조선회화 석지 채용신필 운낭자초상 조선총독부박물관 소장 현 국립중앙박물관 소장본관11644 우측 하단 모서리 일부 파손 결실
금속제원형성좌도판,https://www.museum.go.kr/relic_image/PS01001001/pan017/2022/0822161557031/700/pan017423-000-01.jpg,원판번호 360008 금속제원형성좌도판 제목 소재 불분명
충남공주 교촌리 고분군 제3호 전축분 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910110228292/700/pan020207-000-01.jpg,원판번호 2186 공주 교촌리 고분군 제3호 전축분 전경 충남 공주시 교동
대구서구 내당동 제51호분 1석곽 발굴 전 상태,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910110720733/700/pan020402-000-01.jpg,원판번호 23713 192223년 조사 경북 달성군 달서면 내당동 고분군 제51호분 제1석곽 발굴 전 상태 대구광역시 서구 비산동 내당동
충남보령 성주사지 서삼층석탑,https://www.museum.go.kr/relic_image/PS01001001/pan022/2022/0906162224786/700/pan022472-000-01.jpg,원판번호 4334 사지 사적 제307호 탑 보물 제47호 성주사지 서삼층석탑 충남 보령시 성주면 성주리
조선도자 분청사기철화당초문병,https://www.museum.go.kr/relic_image/PS01001001/pan023/2022/0916145555189/700/pan023948-000-01.jpg,원판번호 59620 조선도자 분청사기철화당초문병
고려 전 한씨 석관,https://www.museum.go.kr/relic_image/PS01001001/pan027/2022/1026164454504/700/pan027292-000-01.jpg,원판번호 88313 격납상자제목 고려 전 한씨 석관 조선총독부박물관 소장 유제 손상
평남대동 정백리 127호분 동관 개 이면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910180407154/700/pan032649-000-01.jpg,원판번호 320047 격납상자제목 1932 1932년 조사 평남대동 정백리 제127호분 왕광묘 동관 개 이면 세부 유제면 우측 하단과 하단 좌측에 검정색 글씨로 320047 좌측 상단에 연필로 47 하단 좌측에 연필로 이라고 기록됨
사료조사1 함남단천 관남리 마천령 증산 호,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911093445193/700/pan033484-000-01.jpg,원판번호 440129 격납상자제목 1911년 조사 제1회 사료조사 함남단천 관남리 마천령 증산 호 제목 소재 불분명 건판 우측 상하단 모서리 일부 결손 유제면 좌우측 하단에 검정색 글씨로 440129 좌측 하단에 붉은색 글씨로 129 좌측변에 붉은색 글씨로 44 검정색 글씨로 우측변에 붉은색 글씨로 검정색 글씨로 라고 기록됨
성벽 일부,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911112908135/700/pan037573-000-01.jpg,원판번호 116023 격납상자제목 상자 제목 없음 성벽 일부 플라스틱 필름 상태임 유제면 전체가 황색으로 변색 유제면 하단이 검정색으로 변색 유제면 우측 하단에 판독 불가능한 글씨가 검정색으로 기록됨 유제면 상단 우측과 좌측 상단에 검정색 글씨로 116023이라고 기록됨
평남대동 정백리 17호분 출토 칠이배 문양,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911130252794/700/pan038018-000-01.jpg,원판번호 2702 격납상자제목 상자 제목 없음 1933년 조사 평남대동 정백리 제17호분 출토 칠이배 문양 유제면 피사체 주위로 붉은색 칠을 함 유리면 배경부분에 검정색 종이를 부착 유리면 파손 유제면 상단 우측과 좌측 상단에 검정색 글씨로 2702라고 기록됨
흠흠신서,https://www.museum.go.kr/relic_image/PS01001001/ssu019/2016/1110143452298/700/ssu019987-00-00.jpg,1822년순조 22에 정약용 17621836이 형옥의 바른 처결에 참고가 되도록 경사에 나타난 형옥처결의 정의와 고상 청국의 의례 조선후기의 판례 그리고 다산 자신의 경험 등을 정리하여 편한 책이다 전체 30권 중 소장본은 3권1책제 4권제 6권에 해당하는 부분이다
사료조사1 함남함흥 오로리 주화산 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920104313068/700/pan000645-000-01.jpg,원판번호 110100 제1회 사료조사 오로리 주화산 전경 44 함남 함흥군 상기천면
경북경주 고분 발굴 작업,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909144038445/700/pan010412-000-01.jpg,원판번호 310524 관련 기록 망실 소재지 미확인 경주 고분의 발굴 작업 경북 경주시
부산북구 출성에서 본 구포 왜성 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904170808128/700/pan005181-000-01.jpg,원판번호 180094 출성에서 바라본 구포 왜성 전경54 부산시 북구 구포동
평남대동 석암리 257호분 발굴 전 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909154426540/700/pan012536-000-01.jpg,원판번호 350433 석암리 제257호분 북쪽에서 바라본 발굴 전의 전경 평남 대동군 대동강면 오염 있음
평남대동 낙랑토성 트렌치,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909155729537/700/pan013078-000-01.jpg,원판번호 370030 낙랑토성 트렌치 내 전이 깔린 모습53 평남 대동군 대동강면 토성리
경기개성 영통사지 오층석탑,https://www.museum.go.kr/relic_image/PS01001001/pan013/2022/0523131524141/700/pan013776-000-01.jpg,원판번호 3901772 동남쪽에서 바라본 영통사지 오층석탑32 경기 개성군 영남면 현화리
인천강화 정수사 법당 정면 공포,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910101256279/700/pan018368-000-01.jpg,원판번호 632 법당 보물 제161호 정수사 법당 정면 공포 인천 강화군 화도면 사기리
경북경주 황오리 제14호분 제1곽 철제유물,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910105843726/700/pan020034-000-01.jpg,원판번호 2023 1934년 조사 경주 황오리 고분군 제14호분 제1곽 출토철제리기 철촉 경북 경주시 황오동
경기양주 시둔면 추동 출토 무문토기,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910132301792/700/pan021715-000-01.jpg,원판번호 3579 경기 양주군 시둔면 추동 출토 무문토기 경기 의정부시 신곡동
조선도자 충남공주 학봉리 분청사기마상배편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910142651228/700/pan023678-000-01.jpg,원판번호 5693 1927년 조사 촬영 조선도자 충남 공주시 반포면 학봉리 제5호 요지 출토 분청사기철화초문마상배편 조선총독부박물관 소장 현 국립중앙박물관 소장
문서,https://www.museum.go.kr/relic_image/PS01001001/pan025/2022/1026101418183/700/pan025868-000-01.jpg,원판번호 7656 문서
척화비,https://www.museum.go.kr/relic_image/PS01001001/pan025/2022/1026102528737/700/pan025906-000-01.jpg,원판번호 7681 척화비 조선총독부박물관 소장 현 국립중앙박물관 소장
경기개성 송자청묘 발견 철정과 동전,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910160734412/700/pan028063-000-01.jpg,원판번호 9408 격납상자제목 및 경기 개성군 영남면 송자청묘 발견 철정 동전 유제 손상
평남대동 정백리 127호분 방형칠렴 하단,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910180522834/700/pan032714-000-01.jpg,원판번호 320112 격납상자제목 1932 1932년 조사 평남대동 정백리 제127호분 왕광묘 출토 방형칠렴 하단 내부 234 유제면 황색으로 변색 유제면 상단 우측과 우측 하단에 검정색 글씨로 320112 좌측 상단에 연필로 112라고 기록됨
경북안동 필자미상 명 장군필 간찰 43,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904161903865/700/pan004029-000-01.jpg,원판번호 150956 고문서 필자미상 명 장군필 간독43 경북 안동시
고려도자 청자양각부용당초문완,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0906103446426/700/pan008467-000-01.jpg,원판번호 280464 고려도자 청자양각부용당초문완21 이왕가박물관 소장
사료조사1 함남덕원 의주리 소년,https://www.museum.go.kr/relic_image/PS01001001/pan000/2021/1222150523947/700/pan000593-000-01.jpg,원판번호 110041 제1회 사료조사 의주리 소년 2명 함남 덕원군 부내면
청자 기름병 청자 유병 청자 무문 유병 청자 소문 유병,https://www.museum.go.kr/relic_image/PS01001001/jng007/2016/1028215402127/700/jng007893.jpg,머리나 몸에 바르는 기름을 담기 위한 작은 병 입술은 반구형이고 동체는 두툼한 바둑알 형태이며 굽은 낮은 다리굽 굽 접지면에 내화토빚음 받침을 놓고 구웠음 유색은 담녹색이지만 동체 하단부는 산화되어 갈색을 띰 구연부는 골고루 시유되지 않음 동체 하단부에 빙렬이 있음
암막새 평와당,https://www.museum.go.kr/relic_image/PS01001001/ssu000/2019/0924185512867/700/ssu028645-000-90000.jpg,내림부 양측에는 좌측부터 천순자와 경진자가 양각되었다
평남대동 장진리 45호분 부실 입구와 후실 통문,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909151619962/700/pan011597-000-01.jpg,원판번호 340338 장진리 제45호분 부실 입구와 후실의 통문 일부 평남 대동군 대동강면
전남순천 승주 신성리성 본환 동벽 석원,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909154813506/700/pan012729-000-01.jpg,원판번호 360045 승주 신성리성 본환 동벽 석원 일부 전남 순천시 해룡면
황해봉산 휴류산성,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909180436269/700/pan017633-000-01.jpg,원판번호 430010 휴류산성 황해 봉산군 토성면 무정리 문정면 용담리
평남성천 객사 동명관,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909181122246/700/pan017923-000-01.jpg,원판번호 2413 성천 객사 동명관 평남 성천군 성천읍 제목 소재 불분명
황해황주 성불사 응진전 외부 측면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910101327908/700/pan018397-000-01.jpg,원판번호 669 성불사 응진전 외부 측면 황해 황주군 주남면 정방리현 황북 사리원시 광성리
강원원주 봉산동 석조보살입상,https://www.museum.go.kr/relic_image/PS01001001/pan022/2022/0907132413254/700/pan022837-000-01.jpg,원판번호 46415 원주 봉산동 석조보살입상 현 강원 원주시 봉산동 천왕사 소장
평남대동 평천리 간사정에서 본 대동강,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910171320707/700/pan030819-000-01.jpg,원판번호 160100 격납상자제목 1916 1916년 조사 평남대동 평천리 간사정에서 바라본 대동강 유제면 좌측 하단에 검정색 글씨로 붉은색 글씨로 00 우측 하단에 연필로 판독이 불가능한 글씨가 기록됨
경북문경 3관문,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910173836593/700/pan031632-000-01.jpg,원판번호 190004 격납상자제목 1919 사적 147호 경북문경 관문 제3관문 성외에서 본 광경 좌측 상단 모서리 유제 일부 박락 유제면 우측 하단에 검정색 글씨로 붉은색 글씨로 우측 상단에 연필로 11라고 기록됨
경북경주 신라 헌덕왕릉 십이지상묘,https://www.museum.go.kr/relic_image/PS01001001/pan031/2022/1101110534029/700/pan031778-000-01.jpg,원판번호 190152 격납상자제목 1919 사적 29호 경북경주 신라 헌덕왕릉 십이지상 묘상 유제면 좌측 하단에 검정색 글씨로 붉은색 글씨로 좌측 상단에 연필로 143라고 기록됨
상평오수,https://www.museum.go.kr/relic_image/PS01001001/goj023/2022/0812155533939/700/goj023853-000-00000.jpg,앞면은 상평오 글자가 찍혀 있다
상평통보,https://www.museum.go.kr/relic_image/PS01001001/ssu029/2016/1111130751602/700/ssu029551-00-00.jpg,앞면에는 상평통보 뒷면에는 오당오 글자가 새겨져 있다
경북경주 황남리 병분 서단의 토기,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0906100057172/700/pan007595-000-01.jpg,원판번호 260112 사적 40호 경주 황남리 고분군 병분 동남쪽에서 서단의 토기21 경북 경주시 황남동
경남합천 영창리 신라시대 고분,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0904165638910/700/pan004871-000-01.jpg,원판번호 170145 영창리 신라시대 고분과 석기시대 유적 경남 합천군 합천읍
사료조사3 경남함안 백정 부인 체격측정,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0920113423574/700/pan001975-000-01.jpg,원판번호 130078 촬영 1914년 제3회 사료조사 함안 백정 부인 3명의 체격 측정 정면 경남 함안군
흑유 두 귀 달린 작은 단지 흑유 양이 소호,https://www.museum.go.kr/relic_image/PS01001001/jng007/2016/1028211223100/700/jng007248.jpg,흑유 소호 두 개의 손잡이가 달린 소형 항아리이나 손잡이 하나는 파손되었다 굽은 수직굽으로 저부는 시유되지 않았다 구연부에 결손의 흔적이 있으며 구연부와 목에 유약이 뭉쳐있다
전남화순 운주사 47호 석불,https://www.museum.go.kr/relic_image/PS01001001/pan005/2022/0324094044000/700/pan005611-000-01.jpg,원판번호 190216 사적 312호 운주사 제47호 석불4834 전남 화순군 도암면 대초리
경북경주 남산 불곡 석불좌상,https://www.museum.go.kr/relic_image/PS01001001/pan000/2024/1220162453665/700/pan006201-000-90000.jpg,원판번호 230173 보물 198호 경주 남산 불곡 석불좌상 경북 경주시 인왕동
경북청도 봉기동 삼층석탑 남서면,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909145912189/700/pan010918-000-01.jpg,원판번호 320495 촬영 1933년 보물 113호 청도 봉기동 삼층석탑 남서면33 경북 청도군 풍각면 봉기리
강원강릉 동쪽에서 본 경포 전경,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909153529959/700/pan012186-000-01.jpg,원판번호 350043 동쪽에서 바라본 강릉 경포 전경44 강원 강릉시 저동
평남대동 대보면 7호분 서석실 연도와 현실,https://www.museum.go.kr/relic_image/PS01001001/pan013/2022/0519131522231/700/pan013206-000-01.jpg,원판번호 3701532 대보면 제7호분 서석실 연도와 현실 내부1211 평남 대동군 대보면
사료조사2 중국길림 통구성 밖 고구려 고분,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0909170142815/700/pan015467-000-01.jpg,원판번호 130011 제2회 사료조사 통구성 밖의 고구려 고분 중국 길림성 집안시
대구중구 월견산 제3호 지석묘,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910110923882/700/pan020490-000-01.jpg,원판번호 2444 1939년 조사 대구 월견산 제3호 지석묘 대구광역시 중구 봉산동
도서자료 필자미상 중강등수초상,https://www.museum.go.kr/relic_image/PS01001001/pan024/2022/0920150447958/700/pan024449-000-01.jpg,원판번호 63916 도서자료 필자미상 초상
필자미상 영모도 초본,https://www.museum.go.kr/relic_image/PS01001001/pan024/2022/0920150631689/700/pan024455-000-01.jpg,원판번호 6406 필자미상 영모도 초본 소판 310109와 동판 일본 동경 좌측 하단 일부 파손 결실
금강산 외금강 구룡폭포,https://www.museum.go.kr/relic_image/PS01001001/pan029/2022/1028132611639/700/pan029694-000-01.jpg,원판번호 107615 격납상자제목 금강산 외금강 구룡폭포 유제면 좌측 상단에 10라고 붉은색 글씨로 기록됨 추가 자료에 14 811라고 기록됨
평남대동 노산리 개마총 현실 천정고임부 벽화,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0910171331179/700/pan030829-000-01.jpg,원판번호 160119 격납상자제목 1916 1916년 조사 평남대동 노산리 개마총 현실 좌측 천정고임부 제1단 전반 벽화 유제면 좌측 하단에 검정색 글씨로 붉은색 글씨로 라고 기록됨
인천강화 고려 희종 석릉 출토 평와편,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911094420804/700/pan033771-000-01.jpg,원판번호 450242 격납상자제목 석릉 사적 369호 인천강화 고려 희종 석릉 출토 평와편 상단 우측 유제 일부 박락 유제면 우측 상단에 검정색 글씨로 450242라고 기록됨
평남 강서 강서대묘 현실 서측 천정고임부,https://www.museum.go.kr/relic_image/PS01001001/pan035/2022/1006143148508/700/pan035711-000-01.jpg,원판번호 대966 격납상자제목 평남 강서 강서대묘 현실 서측 천정고임부 유제면 상하단과 우측 박락 및 들뜸 유제면 우측에 하단 중앙에 이라고 붉은색 글씨로 기록됨
기념촬영,https://www.museum.go.kr/relic_image/PS01001001/pan000/2019/0911105623931/700/pan036534-000-01.jpg,원판번호 450604 격납상자제목 기념촬영 플라스틱 필름 상태임 유제면 좌측 하단에 검정색 글씨로 450604라고 기록됨
